nct_id,brief_title,official_title,overall_status,start_date,sponsor,condition,phase,intervention_name,intervention_type,primary_outcome,secondary_outcome,country,study_type,enrollment
NCT05579717,Examining the Effectiveness of EAL,Examining the Effectiveness of Equine Assisted Learning for Trauma-exposed Public Safety Personnel,COMPLETED,2022-03-01,McMaster University,Trauma,NA,Equine Assisted Learning,BEHAVIORAL,PTSD symptomatology | PTSD symptomatology,"Mental health symptomatology | Depression, anxiety, and stress symptomatology | Substance involvement | Health complaints | Sleep quality | Body awareness | Moral injury | Dissociation | Emotion regulation | Exposure to childhood trauma | Alcohol use disorder symptomatology | Cannabis use disorder symptomatology | Substance use disorder symptomatology | Resilience | Self-compassion | Health and disability | Disability | Work functioning and productivity",Canada,INTERVENTIONAL,40
NCT02623140,BIOFREEDOM Stent Versus ORSIRO Stent: SORT OUT IX,Randomized Comparison of a Polymer-Free Biolimus-eluting BIOFREEDOM Stent With a Biodegradable-Polymer Sirolimus-eluting ORSIRO Stent in Patients Treated With Percutaneous Coronary Intervention,UNKNOWN,2015-12,Odense University Hospital,Ischaemic Heart Disease,PHASE4,Biofreedom + Orsiro,DEVICE,Target Lesion Failure,Target lesion failure | Stent thrombosis | Myocardial infarction | Cardiac death | All cause mortality | Target lesion revascularization | Target vessel revascularization,Denmark,INTERVENTIONAL,3150
NCT04918628,Adjuvant Chemotherapy and Anti-PD-1 Antibody in Patients With Stage IIIC2-IVB Cervical Cancer,A Safety and Efficacy Study of Neoadjuvant Chemotherapy Combined With CCRT Followed by Adjuvant Chemotherapy and Anti-PD-1 Antibody in Patients With Stage IIIC2-IVB Cervical Cancer,UNKNOWN,2021-05-01,Taizhou Hospital,Cervical Cancer,PHASE2,Sintilimab,DRUG,Number of participants with Grade 3 and Grade 4 Treatment-related adverse events (TRAEs),Median Progression-free survival (PFS) per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as assessed by the Investigator | PFS at 24 months (PFS24) | Median overall survival (OS) | OS at 24 months (OS24) | Number of participants with immunological colitis | Number of participants with immunological rash | Number of participants with abnormal blood pressure (BP),China,INTERVENTIONAL,50
NCT00524511,Comparison Study of Wound Closure at Time of Cesarean Delivery: Dermabond Glue Versus Surgical Staples,A Comparative Study of Closure Techniques After Cesarean Section: Staples vs. Dermabond,TERMINATED,2007-09,"University of Massachusetts, Worcester",Cesarean Section,NA,Surgical skin staples + Dermabond,DEVICE,Wound Complication Rate,Patient Satisfaction of Cosmesis of Surgical Wound,United States,INTERVENTIONAL,136
NCT07115303,Results of Laparoscopic Appendectomy With Application of Clips Versus Ligature for Stump Closure,Results of Laparoscopic Appendectomy With Application of Clips Versus Ligature for Stump Closure: A Comparative Study,RECRUITING,2025-07-14,Sohag University,Appendicitis,NA,Laparoscopic Appendectomy with application of clips for stump closure + Laparoscopic Appendectomy with ligature for stump closure,PROCEDURE,Results of Laparoscopic Appendectomy with application of clips versus ligature for stump closure,,Egypt,INTERVENTIONAL,80
NCT05228223,Comparison of Sugammadex and Sugammadex-neostigmine Combination in the Antagonism of Moderate Neuromuscular Block,Comparison of Sugammadex and Sugammadex-neostigmine Combination in the Antagonism of Moderate Neuromuscular Block Induced by Rocuronium: A Prospective Randomized Cotrolled Study,UNKNOWN,2022-02-01,Ankara City Hospital Bilkent,Residual Neuromuscular Block | Neuromuscular Blockade Monitoring,NA,Neuromuscular monitoring + reverse of NMB with sugammadex + reverse of NMB with Sugammadex and neostigmin low dose + reverse of NMB with Sugammadex and neostigmin high dose,DIAGNOSTIC_TEST; OTHER,Residual curarization rate | SPO2 | MAP | HR,PONV | Time to Return of bowel movements,Turkey (Türkiye),INTERVENTIONAL,90
NCT05093478,The Prevalence of Local Immunoglobulin E (IgE) Elevation and Its Effect on Intranasal Capsaicin Therapy in the Non-allergic Rhinitis Population,The Prevalence of Local IgE Elevation and Its Effect on Intranasal Capsaicin Therapy in the Non-allergic Rhinitis Population,COMPLETED,2019-09-10,"The University of Texas Health Science Center, Houston",Non-allergic Rhinitis,PHASE3,Intranasal capsaicin + topical lidocaine,DRUG,Runny Nose as Measured by the Visual Analog Scale (VAS) at Baseline | Runny Nose as Measured by the Visual Analog Scale (VAS) at 4 Weeks Post Treatment | Runny Nose as Measured by the Visual Analog Scale (VAS) at 12 Weeks Post Treatment | Nasal Symptoms of Congestion as Measured by the Visual Analog Scale (VAS) at Baseline | Nasal Symptoms of Congestion as Measured by the Visual Analog Scale (VAS) at 4 Weeks Post Treatment | Nasal Symptoms of Congestion as Measured by the Visual Analog Scale (VAS) at 12 Weeks Post Treatment | Nasal Itching as Measured by the Visual Analog Scale (VAS at Baseline | Nasal Itching as Measured by the Visual Analog Scale (VAS) at 4 Weeks Post Treatment | Nasal Itching as Measured by the Visual Analog Scale (VAS) at 12 Weeks Post Treatment | Nasal Sneezing as Measured by the Visual Analog Scale (VAS) at Baseline | Nasal Sneezing as Measured by the Visual Analog Scale (VAS) at 4 Weeks Post Treatment | Nasal Sneezing as Measured by the Visual Analog Scale (VAS) at 12 Weeks Post Treatment | Change in Maximum Optical Density Determined Via Optical Rhinometry | Total Nasal Symptom Score as Measured by the Visual Analog Scale (VAS) at Baseline | Total Nasal Symptom Score as Measured by the Visual Analog Scale (VAS) at 4 Weeks Post Treatment | Total Nasal Symptom Score as Measured by the Visual Analog Scale (VAS) at 12 Weeks Post Treatment | Maximum Optical Density Determined Via Optical Rhinometry,Change in Local Immunoglobulin E (IgE) Level,United States,INTERVENTIONAL,28
NCT03282357,Evaluation of the Effectiveness and Safety of Radiesse for the Correction of Nasolabial Folds in China,Evaluation of the Effectiveness and Safety of Radiesse for the Correction of Nasolabial Folds,COMPLETED,2017-07-27,"Merz North America, Inc.",Correction of the Moderate to Severe Nasolabial Folds,NA,Radiesse injectable implant (dermal filler) + Restylane injectable implant (dermal filler),DEVICE,Percentage of NLFs With Treatment Success at Month 6,Percentage of NLFs With an Improvement in the Blinded Evaluator's GAIS Score at Month 6,China,INTERVENTIONAL,181
NCT01996371,Radiographic and Clinical Outcomes Following Unilateral or Bilateral Posterior Fixation in MI-TLIF,Radiographic and Clinical Outcomes Following Unilateral or Bilateral Posterior Fixation in Minimally Invasive Transforaminal Lumbar Interbody Fusions,TERMINATED,2014-01,"H Francis Farhadi, MD, PhD",Lumbar Disease,NA,Pedicle Screw,DEVICE,Compare Bony Fusion Rates Radiographically Using CT Scans,Bony Fusion Rates Compared Clinically Using the Visual Analog Scale (VAS) Survey | Bony Fusion Rates Compared Clinically Using the Oswestry Disability Index v2 (ODI v2) Survey | Bony Fusion Rates Compared Clinically Using the Short Form 36 Health Survey v2 (SF-36 v2),United States,INTERVENTIONAL,15
NCT04306978,Impact of the CareLink Express Remote Monitoring System on Early Detection of Atrial Fibrillation,Impact of the CareLink Express Remote Monitoring System on Early Detection of Atrial Fibrillation and Cardiovascular Risk Reduction in Patients With Implantable Cardiac Pacemakers,UNKNOWN,2017-09-21,"Research Institute for Complex Problems of Cardiovascular Diseases, Russia",Atrial Fibrillation,NA,CareLink Express RM system + Standard follow-up,OTHER,time (days) from the pacemaker system implantation to the first AF episode detected by ESG or EGM,thromboembolic events | hospitalization for cardiovascular events | the number of non-planned induced visits in the follow-up center | correction in the medical therapy | cardioversion | catheter/surgical PVI | all-cause mortality,Russia,INTERVENTIONAL,200
NCT00216229,Twinrix Alternative Schedule Study,A Study Comparing the Effectiveness of Two Different Vaccination Schedules of the Combined Hepatitis A and B Vaccine(Twinrix Adult1440/20),UNKNOWN,2004-09,IDEWE Occupational Health Services,Antibody Response After Vaccination,PHASE4,Combined vaccine against hepatitis A and B (Twinrix),BIOLOGICAL,Anti-HBs antibodies concentration 1 month after 3th vaccine dose,Natural evolution of anti-HBs antibodies concentration between 2nd and 3th vaccine dose (5-11 months),Belgium,INTERVENTIONAL,400
NCT00716027,Applying Social Comparison Theory to Behavioral Weight Loss: Does Modifying Group Membership Improve Outcome?,Applying Social Comparison Theory to Behavioral Weight Loss: Does Modifying Group Membership Improve Outcome?,COMPLETED,2008-07,The Miriam Hospital,Obesity,NA,Standard behavioral treatment for weight loss + Modified behavioral treatment for weight loss,BEHAVIORAL,weight,,United States,INTERVENTIONAL,80
NCT03472222,Arsha Vidya Program for Preventing Drug Abuse Among Disadvantaged Children in Urban Slums,Arsha Vidya Program for Preventing Drug Abuse Among Disadvantaged Children in Urban Slums,COMPLETED,2018-02-21,NMP Medical Research Institute,Drug Abuse,NA,Arsha Vidya program,BEHAVIORAL,"Percent days abstinent of tobacco, alcohol and drugs",Well being,India,INTERVENTIONAL,120
NCT01527903,A Comparison Between Propofol-Remifentanil and Midazolam-Remifentanil Sedation in the Intensive Care Unit,Sedation of Surgical Patients in the Intensive Care Unit: A Randomized Comparison Between Propofol-Remifentanil and Midazolam-Remifentanil Sedation,COMPLETED,2009-09,Yonsei University,Sedation,PHASE4,Propofol infusion + Midazolam infusion,DRUG,Extubation time,delirium,South Korea,INTERVENTIONAL,77
NCT00604110,Biventricular Epicardial Pacing Post Cardiac Surgery in Patients With Left Ventricular Ejection Fractions Less Than 45%,Interest in Biventricular Epicardial Pacing Post Cardiac Surgery in Patients With Left Ventricular Ejection Fractions Less Than 45%,UNKNOWN,2008-02,"University Hospital, Clermont-Ferrand",Heart Failure,PHASE3,Biventricular pacing post cardiac surgery,OTHER,Determine whether biventricular pacing optimized by trans thoracic echocardiography of left ventricular will improve the heart function,,France,INTERVENTIONAL,12
NCT00217061,Effect of a Decision Aid About Statin Use in Patients With Type 2 Diabetes Mellitus,The Statin Choice Decision Aid and Its Effects on Statin Decisions in Patients With Type 2 Diabetes Mellitus. A Clustered Randomized Trial,COMPLETED,2005-04,Mayo Clinic,Diabetes Mellitus | Dyslipidemia | Hypercholesterolemia | Cardiovascular Disease,PHASE3,Decision Aid Statin Choice,DEVICE,Adherence to the decision to use or not to use statins,Decisional conflict | Knowledge and understanding of risk | Quality of life (generic and disease specific) | Anxiety state | Trust in clinician,United States,INTERVENTIONAL,98
NCT06998628,Pentoxifylline as Anti-Inflammatory in Patients With Rheumatoid Arthritis,Clinical Study Evaluating the Effect of Pentoxifylline as Anti Inflammatory in Patients With Rheumatoid Arthritis,RECRUITING,2025-06-02,Tanta University,Rheumatoid Arthritis,PHASE2,Methotrexate + Pentoxifylline,DRUG,change in Disease Activity Score (DAS28),,Egypt,INTERVENTIONAL,50
NCT03772327,HIV Adherence Bottle Intervention Trial,HIV Adherence Bottle Intervention Trial (HABIT),COMPLETED,2015-05,Weill Medical College of Cornell University,"HIV-1-infection | Adherence, Medication",NA,"Adheretech ""smart bottle"" + Routine adherence counseling",BEHAVIORAL; DEVICE,Change in Tenofovir Diphosphate (TFV-DP) Drug Levels,Number of Participants Completing the 12 Week AdhereTech Bottle Intervention Compared to the Routine Counseling Only Group. | Change in Quantitative HIV Viral Load | Number of Participants With HIV RNA ≥ 20 Copies/mL at Baseline That Had a Decrease in HIV RNA to < 20 Copies/mL at Week 12 in the AdhereTech Bottle Arm Versus the Routine Counseling Only Arm. | TFV-DP Plasma Levels | Number of Participants Reporting 100% Adherence to Antiretroviral Medications in During to the Prior 4 Days at Week 12.,,INTERVENTIONAL,63
NCT05794126,A Clinical Comparison of Two Soft Multifocal Contact Lenses,A Clinical Comparison of Two Soft Multifocal Contact Lenses,COMPLETED,2023-02-01,"CooperVision, Inc.",Presbyopia,NA,Lens 1 + Lens 2,DEVICE,Subjective Overall Score,Subjective Comfort | Subjective Vision,United Kingdom,INTERVENTIONAL,47
NCT02518204,"Validity of an Online Neurocognitive Test Battery, the Brain Performance Test (BPT), in Normal Healthy Adults","Validity of an Online Neurocognitive Test Battery, the Brain Performance Test (BPT), in Normal Healthy Adults",COMPLETED,2015-07,"Lumos Labs, Inc.",Healthy Volunteers,NA,BPT + NP,OTHER,Correlation coefficients (Pearson's r) of scaled scores of BPT subtests compared to scaled scores of their NP correlates at Time 1,Interclass correlations (ICC) of scaled scores of BPT subtests compared to scaled scores of their NP correlates at Time 1 | Correlation coefficients (Pearson's r and ICC) of raw scores of BPT subtests compared to raw scores of their NP correlates at Time 1 | Correlation coefficients (Pearson's r and ICC) of BPT composite indices and NP composite indices at Time 1 | Correlation coefficients (Pearson's r and ICC) of raw and scaled scores of BPT subtests at Time 1 and Time 2 as measures of test-retest reliability | Correlation coefficients (Pearson's r and ICC) of composite indices of BPT and NP at Time 1 and Time 2 as measures of reliability | Correlation coefficients (Pearson's r and ICC) of BPT Grand Index and NP Overall Index at Time 1 and Time 2 as measures of reliability,United States,INTERVENTIONAL,229
NCT02490150,Corifollitropin Alfa on D5 Versus D7 After Contraceptive Pill,Administration of Corifollitropin Alfa on Day 5 Versus Day 7 After Last Oral Contraceptive Pill in a GnRH (Gonadotropin-releasing Hormone ) Antagonist Protocol in Donors,COMPLETED,2015-02,Fundacion Dexeus,Oocyte Donation,PHASE4,Corifollitropin alfa,DRUG,total dosis of rFSH (IU),,Spain,INTERVENTIONAL,70
NCT03832283,Patient Outcomes Reporting for Timely Assessments of Life With Depression: PORTAL-Depression,Patient Outcomes Reporting for Timely Assessments of Life With Depression: PORTAL-Depression,COMPLETED,2019-05-01,University of Chicago,"Depression | Depressive Disorder, Major",NA,CAD-MDD/CAT-DI screening via MyChart + CAD-MDD/CAT-DI screening during clinic visit + CAT-DI monitoring via MyChart + PHQ-9 monitoring during clinic visits,DIAGNOSTIC_TEST; OTHER,Percentage of Patients screened for depression using the BPA by study arm | Percentage of patients who have MDD remission | Time to MDD remission,Percentage of logins to MyChart in response to the email invitations | Percentage of opened MyChart depression screening messages | Number of MyChart messages sent to PCPs by patients (or to patients by PCPs) following depression screening | Percentage of patients who start the CAT-MH assessment | Percentage of patients who complete the CAT-MH assessment | Percentage of positive screens | Number of appointments scheduled and completed (primary care and psychiatry/psychology) | Number of telephone encounters in the week following the positive depression screen | Number of emergency department visits or hospitalizations due to MDD | Percentage of logins to MyChart in response to MyChart emails | Percentage of opened MyChart depression symptom measurement messages | Number of MyChart messages sent to PCPs by patients (or to patients by PCPs) following completion of the CAT-DI | Percentage of patients who start CAT-DI assessments | Depression severity scores (CAT-DI),United States,INTERVENTIONAL,4161
